,Unnamed: 0,Unnamed: 0.1,product.product_brand_page_click_to_cart_rate,product.product_brand_page_impression_to_click_rate,product.product_click_to_cart_rate_4w,product.product_impression_to_click_rate_4w,product.product_is_high_sell_through,product.product_num_cart_adds_4w,product.product_num_clicks_4w,product.product_num_impressions_4w,product.product_num_search_excess_cart_adds_4w,product.product_num_search_excess_clicks_4w,product.product_num_search_impressions_4w,retailerbrand.retailer_brand_days_since_last_cart_item_added,retailerbrand.retailer_brand_days_since_last_favorite,retailerbrand.retailer_brand_days_since_last_order,retailerbrand.retailer_brand_days_since_last_visit,retailerbrand.retailer_brand_empirical_visit_rate,retailerbrand.retailer_brand_filter_first_order_minimum_dot_product,retailerbrand.retailer_brand_filter_maker_values_cosine_similarity,retailerbrand.retailer_brand_filter_maker_values_dot_product,retailerbrand.retailer_brand_filter_reorder_minimum_dot_product,retailerbrand.retailer_brand_lightfm_cosine_similarity,retailerbrand.retailer_brand_num_brand_impressions_12w,retailerbrand.retailer_brand_num_brand_impressions_1w,retailerbrand.retailer_brand_num_brand_impressions_4w,retailerbrand.retailer_brand_num_brand_orders_12w,retailerbrand.retailer_brand_num_brand_orders_1w,retailerbrand.retailer_brand_num_brand_orders_4w,retailerbrand.retailer_brand_num_brand_visits_12w,retailerbrand.retailer_brand_num_brand_visits_1w,retailerbrand.retailer_brand_num_brand_visits_4w,retailerbrand.retailer_brand_num_products_added_to_cart_12w,retailerbrand.retailer_brand_num_products_added_to_cart_1w,retailerbrand.retailer_brand_num_products_added_to_cart_4w,retailerbrand.retailer_last_added_brands_brand_lightfm_cosine_similarity,retailerbrand.retailer_last_ordered_brands_brand_lightfm_cosine_similarity,retailerbrand.retailer_last_visited_brands_brand_lightfm_cosine_similarity,rand,title,description,has_product_click,created_at_a,query_text,filter_string,page_number,page_size,position,retailer_token_anon,request_id_anon
84,23430,23430,0.2894,0.013,,,0.0,,,181.0,-0.5317,-1.7703,226.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.9997663171622294,0.9998757309585788,0.9998666932185823,44,Essential Oil Bottle Opener Tool,"Uncap and reseal essential oil bottles with this handy essential oil bottle opener tool. This versatile, easy-to-use accessory can be used for both rollerball and orifice reducer. No need to struggle with your fingernails, knife, or other devices when refilling your bottles. ",0,2020-05-31 20:13:33.54,bottle openers,,0.0,48,19.0,397,294
85,51505,51505,0.2442,0.0105,,,0.0,,,71.0,-0.07,-0.3784,34.0,,,,4.0,,0.0,,0.0,0.0,0.2449797938840141,,34.0,37.0,,,,1.0,1.0,1.0,,,,0.9996063890620648,0.9996779590884955,0.9993638439625668,19,Peace Dove,100lb heavyweight card stock. Foil. 4.25 x 5.5 inches. Illustrated by Blanca Gómez.,0,2020-05-31 16:02:55.323,red cap,,0.0,50,39.0,227,490
86,13325,13325,0.067,0.0148,,,0.0,,,92.0,-0.0591,-0.3215,32.0,,,,,,0.0,0.0,0.0,0.0,0.2068476560407519,,,,,,,,,,,,,0.9998768042072932,0.9997084604051468,0.999738846212856,94,Shave Cream,"Our formula is designed to provide a thick slathering cream that keeps the skin hydrated during shaving, as well as keeping your skin protected & healthy.",0,2020-05-31 21:11:13.446,apothecary,,0.0,48,5.0,64,36
87,44578,44578,0.3122,0.0172,,,0.0,,,162.0,-0.0627,-0.3411,34.0,,,,51.0,,0.0,0.5898417740785772,0.1385869570076465,0.0,0.187217887414232,,,,,,,2.0,0.0,0.0,,,,0.9998858995804768,,0.9998646822357614,28,Off Grid 2-Tone Cap,"OFF GRID Unisex 2-Tone Cap (Khaki/Charcoal vintage wash) with an adjustable copper clasp for all sizes.  For the wanderers, seekers and explorers.",0,2020-05-31 00:47:08.412,vintage hats,,0.0,48,41.0,721,263
88,37679,37679,0.4119,0.0082,,,0.0,,,91.0,-0.1331,-0.7197,65.0,,,,,,0.0,,0.0,0.0,0.3716052526110868,,,,,,,,,,,,,0.7294995360458058,0.7259695856659838,0.7330233952416791,55,Banana Nut Bread Soy Candle,"The mouth-watering aroma of oven fresh banana bread. This delicious combination of walnuts, ripe banana, vanilla, and a touch of spice is sure to spark your appetite.
16 oz reusable mason jar burns approx. 80 hours.",0,2020-05-31 07:25:13.546,spicy shark,,0.0,50,35.0,356,328
89,43723,43723,0.7045,0.0108,,,0.0,,,85.0,-0.209,-1.0772,77.0,,,,,,0.0,,0.0,0.0,0.2751331826485273,,,,,,,,,,,,,0.999691177402484,0.9996718185984108,0.9997029559540308,24,Crazy Cat Lady Pillow/ Insert,"A fun pillow cover with a cute saying! Finely crafted with a hidden sipper for easy cleaning. 100% Polyester/Linen Look. Insert Included.
12"" x 12""
Minimum Order Qty: 2",0,2020-05-31 00:32:00.178,pillow inserts,,0.0,50,13.0,277,136
90,50746,50746,0.157,0.0042,,,0.0,,,42.0,-0.0286,-0.1444,16.0,,,,,,0.0,0.4472135971659584,0.0277777779847383,0.0,0.2892008841336121,,,,,,,,,,,,,0.9997373738564308,0.9997477655596884,0.998738469831136,83,Brighten Jojoba Color Corrector,"Brighten has a soft pink tint, and light-diffusing minerals that work to camouflage dark under-eye circles. This powder is creamy and buildable so that you can use only as much as you truly need.",0,2020-05-31 22:26:41.757,eye tint,,0.0,10,0.0,762,745
91,6299,6299,0.8609,0.0129,,,0.0,,,325.0,1.4167,2.8868,239.0,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,0.9998105538519833,0.99991950275476,0.99968108547846,32,Tetrahedron Sphere Holder Crystal Grid,"This is a Tetrahedron Sphere Holder Crystal Grid made out of birch wood. These are made to order. You may choose between  8, 10 or 12 inches in diameter. All grids are  1/4 inch thick. Crystal grid and healing sets are groups of stones that go together for a purpose. You may choose just a center hole or all the holes as shown in the 2nd picture.  

Sphere holders allow you to set spheres on the crystal grids. Stones not included.",0,2020-05-31 14:20:09.781,crystal grids,,0.0,50,11.0,768,506
92,44392,44392,0.1671,0.0116,,0.0109,0.0,,,460.0,-0.5691,0.889,306.0,34.0,,,31.0,0.0517,0.0,,0.0,0.0,0.316195025728838,638.0,22.0,273.0,,,,33.0,0.0,0.0,11.0,0.0,0.0,0.999050982553428,0.99961428536109,0.9991840533320414,9,Artificial Succulent in ROUND COOL FACE CERAMIC,"Decorate your home or office with our charming White Round Cool Face Succulent planters. Hand-crafted by Artisans using superior ceramic material, these Cool Face planters give a clean and chic feel to any tabletop, entry way, or window sill. Made of Ceramic and White paint, this 4"" x 4"" x 4” indoor planter will add a bit of charm to your living space. Faux succulents are included, so you never have to worry about watering real plants again! Beauty without the pain of caring for real plants. ",0,2020-05-31 18:39:45.527,flora bunda,,0.0,48,23.0,129,1167
93,41430,41430,0.2508,0.0086999999999999,,,0.0,,,53.0,-0.0473,-0.2398,16.0,1.0,,,1.0,,0.0,0.0,0.0,0.0007868439424782,0.1972958370559169,,11.0,,,,,1.0,1.0,1.0,8.0,8.0,8.0,0.9998590773721688,0.9998408541777888,0.9998821366292608,72,Fern Green Solid Pillow,"Fern Green Solid Linen Pillow
Available in 4 Sizes~ 13"" x 19"", 20"" x 20"", 15"" x 23"", 25"" x 28""
Knife Edge and Corded Finish 
Feather Down Fill
Hidden Zipper in Back

Looks great with the Fern Print Pillows!",1,2020-05-31 00:58:25.829,oxbow,,8.0,24,193.0,109,577
94,19286,19286,0.1189,0.016,,,0.0,,,316.0,-0.2068,-1.0435,57.0,,,,,,0.0,0.1054092547499259,0.0056818183511495,0.0,0.3296819789098154,,,,,,,,,,,,,0.9989373245073476,0.999180572078072,0.9989535816703624,43,Women's Marlowe Dress,"Color: black. The marlowe dress is the perfect effortless day dress in classic black. Designed with a busy mama lifestyle in mind, we added the perfect amount of ease for movement and comfort. Just slip it on and you're good to go!",0,2020-05-31 03:24:04.239,womens dresses,,0.0,48,4.0,722,174
95,30637,30637,0.172,0.011,,,0.0,,,166.0,-0.2616,-1.3376,90.0,,,,,,0.0,,0.0,0.0,0.2878824487080037,,,,,,,,,,,,,0.9530942343915008,0.9529521192627765,0.9524148421451086,54,Don't Stop Believing - Girl's Tee,"This listing is for 2 Girl's Tees.

These tees are Next Level Apparel CVC, comfortable, they are fitted and run a size small.

Material: 60/40% combed ring-spun cotton/poly jersey short sleeve crewneck tee.

Youth Sizes: XS (4/5 lilac:3/4), S (6/6x), M (7/8), L (10/12), XL(14/16).

All our shirts feature our original designs and we screen print them by hand in using eco-friendly inks in our Asheville, NC Studio.

Keywords: funny, t-shirt, kids, bigfoot, sassquatch, mountains, inspirational, ",0,2020-05-31 00:53:09.857,mountain kids,,0.0,10,0.0,579,32
96,35478,35478,0.471,0.003,,,0.0,,,42.0,-0.0504,-0.271,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,55,"Hike Like a Girl - Hiking Boot 102448 (Vinyl Die-cut Sticker, Indoor/Outdoor)","Small size (4x4 overall, sticker approx. 3.5x3.5 inches) & Large size (4x6 overall, sticker approx. 3.5x3.5 inches)      |     Waterproof for indoor & outdoor use     |     UV Resistant, will not fade     |     Permanent, they will stay where you put them     |     Eco-friendly, sourced responsibly and planet friendly     |     100% Made in America, quick lead time and supporting domestic production     |     We guarantee color accuracy, durable imaging, and the highest print resolution available.",0,2020-05-31 03:15:17.667,hiking,,0.0,24,0.0,283,1417
97,31480,31480,0.6888,0.0177,,,0.0,,,159.0,-0.0936,-0.4529,30.0,,,,,,0.0,,0.0,0.0,0.3077187388691441,,,,,,,,,,,,,0.5966912387856897,0.5956703335070705,0.5897081116374648,18,Mermaid Shell (2.8oz),Mix in holographic purple glitter with glow in the dark flowers suspended in a clear base.  Unicorn keychain blacklight included.,0,2020-05-31 03:34:09.823,mermaid slime,,0.0,50,4.0,428,1381
98,48464,48464,,,,,0.0,,,8.0,-0.0093,-0.0543,7.0,,,,,,0.0,,0.0,0.0,0.2620222479151288,,,,,,,,,,,,,0.9998131945557396,0.9998154342496968,0.9998447928700724,47,TOWEL Oregon Scallop Shell Coral Coastal Icon,"100% Cotton
 Measures 18"" x 24"" inches
 Image approx. 7"" x 10""
 Pre-shrunk, absorbent, hemmed edge
 Printed in America!
 
 We guarantee: color accuracy, durable imaging, and the highest print resolution available.",0,2020-05-31 04:03:24.398,oregon towel,,0.0,48,12.0,535,108
99,30562,30562,0.2755,0.0275,,,0.0,,,104.0,-0.0709,-0.394,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,44,Infusio Variety Pack,"InfuSio combines taste and convenience in a single cup. Our commitment is to bring you the best tasting k-cup possible. InfuSio k-cups are ALWAYS freshly ground, perfectly roasted, and begin from single origin, premium beans. 96 Count/10 Different Flavors.
The best coffee, is fresh coffee.
Each 96 Count Variety Box comes with the following blends/flavors: City Roast, Donut Shop, French Roast, Colombian Supremo, Italian Roast, Chicory Coffee, Hazelnut, Caramel, Chocolate Chip, and Vanilla.",1,2020-05-31 20:11:01.942,coffee kcups,,0.0,48,28.0,453,794
